,actual values,predicted values
17723,[0.68525573],[0.72108821]
17724,[-0.78711721],[-0.59732197]
17725,[-0.92970775],[-1.14150309]
17726,[0.36781753],[-0.13373364]
17727,[1.22557608],[1.20296434]
17728,[-1.03701537],[-0.99439874]
17729,[-0.63177511],[-0.77227631]
17730,[-0.28732089],[-0.2406099]
17731,[-0.88918372],[-0.99224595]
17732,[0.30703149],[0.14744059]
17733,[-0.1387328],[0.07851036]
17734,[-0.09145477],[0.36502919]
17735,[-1.34769957],[-1.58779114]
17736,[-0.07119275],[-0.1080824]
17737,[-1.00324535],[-1.14587537]
17738,[0.24624545],[0.37002529]
17739,[-0.97622933],[-1.0790564]
17740,[-0.05768474],[-0.15197198]
17741,[-1.39573405],[-1.34314772]
17742,[2.00228657],[1.95570407]
17743,[-0.19276483],[-0.31029492]
17744,[-0.73308517],[-0.61333649]
17745,[-0.20627284],[-0.25048723]
17746,[0.17870541],[-0.00867706]
17747,[-0.59800509],[-0.65119469]
17748,[-0.59800509],[-0.68641091]
17749,[-0.05768474],[0.47283391]
17750,[-1.18560346],[-0.9966533]
17751,[1.06947753],[1.24858953]
17752,[0.22598344],[0.21010606]
17753,[0.87436785],[0.63049459]
17754,[0.80682781],[1.56089643]
17755,[-0.88842727],[-0.94097828]
17756,[-0.81413323],[-0.96717709]
17757,[0.21247543],[-0.18355592]
17758,[-0.42915498],[-0.22953403]
17759,[0.92164588],[0.84673683]
17760,[-1.17074465],[-1.22008072]
17761,[-0.42915498],[-0.51038775]
17762,[-0.63177511],[0.03307971]
17763,[0.13142738],[0.63583536]
17764,[-0.74659318],[-0.57583566]
17765,[-0.19276483],[0.25526204]
17766,[0.06388733],[-0.18895204]
17767,[-1.00324535],[-0.97783446]
17768,[-0.06578955],[-0.14801657]
17769,[-0.19276483],[-0.03232668]
17770,[-0.09761442],[-0.41127136]
17771,[0.07739534],[0.13942167]
17772,[-1.11806342],[-1.21412938]
17773,[-0.51020303],[-0.45006415]
17774,[-0.2205373],[-0.569982]
17775,[-0.69931515],[-0.69415709]
17776,[-0.75672419],[-0.4030828]
17777,[0.15844339],[0.29714214]
17778,[-1.17209546],[-1.09017883]
17779,[0.48938961],[0.80758068]
17780,[-0.59800509],[-0.53316067]
17781,[-1.27340552],[-1.58276021]
17782,[-0.66554513],[-0.66583487]
17783,[-1.00324535],[-1.10614405]
17784,[-0.07119275],[-0.29973196]
17785,[0.07739534],[-0.03026302]
17786,[0.67850173],[0.81069226]
17787,[-1.57733571],[-1.44030863]
17788,[-0.27381288],[-0.07768653]
17789,[-0.42915498],[-0.22616928]
17790,[-0.19276483],[-0.39106874]
17791,[-0.19276483],[-0.30671239]
17792,[0.82033582],[0.71349279]
17793,[2.47506687],[2.10290132]
17794,[-0.66554513],[-0.45147445]
17795,[-1.34094556],[-0.57537392]
17796,[-0.80062522],[-0.66162369]
17797,[0.7865658],[0.90394246]
17798,[-1.10455541],[-0.9198143]
17799,[-0.51020303],[-0.31733766]
17800,[0.04362532],[0.10765963]
17801,[-1.29366753],[-1.29919858]
17802,[0.4826356],[0.88383501]
17803,[1.46196623],[1.12008582]
17804,[-0.03742273],[-0.11294774]
17805,[0.58394567],[1.4987212]
17806,[1.49573625],[1.44573494]
17807,[0.4826356],[0.25663294]
17808,[-0.57774308],[-0.60045088]
17809,[0.11116536],[-0.1942002]
17810,[4.46749814],[3.39038942]
17811,[-0.83439524],[-0.47986861]
17812,[-0.7668552],[-0.79202942]
17813,[-0.80062522],[-0.9774788]
17814,[-0.07119275],[0.1183041]
17815,[2.10359664],[2.18562193]
17816,[-0.20627284],[-0.26661869]
17817,[1.59704631],[0.61572004]
17818,[-1.48953366],[-1.50785116]
17819,[-0.99589699],[-1.01375214]
17820,[0.73928776],[0.447148]
17821,[-0.24679686],[-0.27623785]
17822,[-0.66554513],[-0.14564868]
17823,[-0.32784492],[-0.3635117]
17824,[-0.6115131],[-0.53749788]
17825,[-0.22653485],[0.04290564]
17826,[-0.34135292],[-0.76019207]
17827,[-1.14170244],[-1.10541658]
17828,[1.69835638],[2.14232507]
17829,[-0.42915498],[-0.48583424]
17830,[-0.32784492],[-0.25742513]
17831,[1.69835638],[0.9790619]
17832,[-0.44266299],[-0.47486179]
17833,[-0.05768474],[0.03662045]
17834,[1.46196623],[1.30791738]
17835,[-1.03701537],[-0.88125741]
17836,[-1.00324535],[-0.28826998]
17837,[0.14493539],[0.07189021]
17838,[-0.09145477],[-0.01033618]
17839,[-1.46927164],[-1.24078372]
17840,[0.11791937],[0.38286048]
17841,[-0.05768474],[-0.20060788]
17842,[-0.59800509],[-0.71544696]
17843,[-0.66554513],[-0.70902483]
17844,[-0.40289541],[-0.41509179]
17845,[0.98918592],[0.75887989]
17846,[-0.09145477],[-0.19171567]
17847,[-0.86816526],[-0.76238223]
17848,[-0.19276483],[-0.23093638]
17849,[-0.36161494],[0.05912715]
17850,[-1.40848561],[-1.12550752]
17851,[0.71902575],[1.30080237]
17852,[-0.49669502],[-0.6506968]
17853,[-1.21937349],[-1.20153097]
17854,[0.33404751],[0.709727]
17855,[-0.15899481],[-0.128282]
17856,[-0.56423507],[0.159075]
17857,[-0.98298333],[-1.11049818]
17858,[-0.53046505],[-0.28012117]
17859,[-0.83439524],[-0.80479037]
17860,[0.86761385],[1.22847221]
17861,[1.77189398],[1.75791222]
17862,[2.77899707],[3.28267907]
17863,[-1.36796158],[-1.34282714]
17864,[-0.67905314],[-0.67290673]
17865,[2.30621677],[2.08692796]
17866,[-0.43725979],[-0.2437033]
17867,[-0.42915498],[-0.26340093]
17868,[-1.40848561],[-1.39331019]
17869,[0.58394567],[0.71307677]
17870,[-0.73983918],[-0.54809179]
17871,[-0.47643301],[-0.23670102]
17872,[-1.00324535],[-0.93531682]
17873,[-1.22612749],[-1.27733747]
17874,[-0.9357053],[-1.05327803]
17875,[0.17870541],[0.03989026]
17876,[1.12426601],[1.19938288]
17877,[-0.6115131],[-0.51641503]
17878,[0.58394567],[0.55919243]
17879,[1.63081633],[1.81040154]
17880,[0.04362532],[0.05962699]
17881,[-0.462925],[-0.55776004]
17882,[-0.07119275],[0.00176644]
17883,[-0.90193528],[-0.84573883]
17884,[-0.01716072],[-0.20590496]
17885,[-1.27340552],[-0.9831256]
17886,[0.92164588],[0.75411478]
17887,[-1.54356569],[-1.60535042]
17888,[-0.6115131],[-0.6705219]
17889,[-0.37512295],[-0.26939396]
17890,[1.09049599],[1.19874312]
17891,[1.36065616],[1.20655456]
17892,[0.04362532],[-0.15258525]
17893,[1.4281962],[1.56023387]
17894,[-0.9221973],[-1.14153901]
17895,[0.34755551],[0.42493498]
17896,[-0.05768474],[-0.0338455]
17897,[-1.03363837],[-1.02520984]
17898,[-0.53046505],[-0.66526325]
17899,[-0.9357053],[-0.94676396]
17900,[-0.74659318],[-0.88563109]
17901,[3.11669728],[2.37853249]
17902,[-0.49669502],[-0.55139637]
17903,[-0.59800509],[-0.53114501]
17904,[0.02336331],[0.16602456]
17905,[-0.56423507],[-0.47273601]
17906,[-0.59800509],[-0.70735912]
17907,[2.10359664],[1.90757698]
17908,[1.31337813],[1.28516749]
17909,[0.92164588],[1.08229155]
17910,[-0.53046505],[-0.53027622]
17911,[-0.90193528],[-0.92620502]
17912,[1.17078759],[1.43098112]
17913,[-0.24004286],[-0.2321545]
17914,[1.96851655],[1.01084535]
17915,[0.57043766],[0.98784289]
17916,[-0.80062522],[-0.730506]
17917,[0.15844339],[-0.22484803]
17918,[-1.27340552],[-1.19274651]
17919,[-1.27340552],[-1.29662931]
17920,[-0.73308517],[-0.52249514]
17921,[-0.34135292],[-0.35908625]
17922,[-0.15899481],[-0.52922409]
17923,[-0.32784492],[-0.16095819]
17924,[2.91407715],[2.20167598]
17925,[0.07739534],[0.02787119]
17926,[-0.31509336],[-0.31981314]
17927,[-0.94921331],[-0.79373076]
17928,[-1.25989751],[-1.2605731]
17929,[1.07023398],[1.0355181]
17930,[-0.36161494],[-0.42595129]
17931,[0.07739534],[0.09651686]
17932,[0.88787586],[0.46092865]
17933,[1.63081633],[0.98689424]
17934,[3.31931741],[3.45812848]
17935,[-0.36161494],[-0.54449037]
17936,[0.07739534],[-0.01644772]
17937,[-0.90193528],[-0.69642385]
17938,[-0.15899481],[0.25889886]
17939,[-0.19951883],[-0.27834246]
17940,[-0.6115131],[-0.41711204]
17941,[-1.06403139],[-0.99790222]
17942,[0.82033582],[0.63818063]
17943,[-0.74659318],[-0.8639358]
17944,[0.9554159],[0.7774801]
17945,[0.9554159],[1.33736611]
17946,[-0.462925],[-0.06912701]
17947,[-0.53046505],[-0.58336214]
17948,[0.34755551],[0.47120469]
17949,[0.6379777],[0.79469237]
17950,[-0.90193528],[-0.75513725]
17951,[-0.19276483],[-0.05435035]
17952,[0.14493539],[0.15696035]
17953,[-0.19276483],[-0.0369224]
17954,[-0.26030487],[-0.18988303]
17955,[-0.31433691],[0.25313305]
17956,[1.07698798],[1.79778845]
17957,[-1.2396355],[-1.25733547]
17958,[-0.63177511],[-0.67889509]
17959,[0.55017564],[0.42190817]
17960,[-0.71282316],[-0.75351485]
17961,[-0.63177511],[-0.49681665]
17962,[-0.96947533],[-1.03312833]
17963,[-0.26030487],[0.28084008]
17964,[-0.49069747],[-0.61670334]
17965,[-0.73308517],[-0.70341449]
17966,[-0.12522479],[-0.06435148]
17967,[0.0098553],[0.08796247]
17968,[-1.13832543],[-1.05693874]
17969,[-0.7668552],[-1.01609168]
17970,[0.23273744],[0.5737864]
17971,[-0.04417674],[-0.13102221]
17972,[-1.07078539],[-1.0088704]
17973,[-0.1387328],[-0.13744479]
17974,[-0.63852911],[-0.47392319]
17975,[-1.37471558],[-1.50882016]
17976,[0.17870541],[-0.07571919]
17977,[1.36065616],[1.98211726]
17978,[0.9486619],[1.3330199]
17979,[-0.38187695],[-0.18484963]
17980,[-0.11171678],[-0.30900108]
17981,[0.65148571],[0.34652153]
17982,[-0.3008289],[-0.14425942]
17983,[0.07739534],[0.47277413]
17984,[-0.07119275],[-0.10888547]
17985,[-0.74659318],[-0.54109814]
17986,[0.41509556],[0.29711183]
17987,[-0.42915498],[-0.41683722]
17988,[-0.02391472],[-0.09031983]
17989,[0.41509556],[0.02460614]
17990,[0.14493539],[0.74430543]
17991,[-1.07078539],[-0.92567315]
17992,[-0.39538496],[-0.22846832]
17993,[1.22557608],[1.12004056]
17994,[1.22557608],[1.27262201]
17995,[-0.67905314],[-0.35205606]
17996,[-0.96272132],[-0.81179071]
17997,[0.88787586],[0.72376082]
17998,[1.89346605],[1.60918047]
17999,[1.46196623],[1.36255014]
18000,[-0.12522479],[-0.33355424]
18001,[-0.34135292],[-0.48414467]
18002,[-0.05768474],[0.08464807]
18003,[-0.49669502],[-0.60794368]
18004,[-0.66554513],[-0.07794798]
18005,[1.06347997],[0.68873588]
18006,[-0.69931515],[-0.60865808]
18007,[-1.34094556],[-1.13807971]
18008,[0.82033582],[0.15163231]
18009,[-1.10455541],[-1.06697463]
18010,[-0.09145477],[-0.06854398]
18011,[0.14493539],[0.20343085]
18012,[-1.15183344],[-1.17837425]
18013,[3.55570756],[2.91323459]
18014,[1.48222824],[1.37077395]
18015,[-0.42915498],[-0.04806358]
18016,[1.75238841],[1.18554895]
18017,[-0.84790325],[-1.01150744]
18018,[-0.26030487],[-0.30628863]
18019,[-0.63177511],[-0.66550892]
18020,[2.10359664],[1.79608439]
18021,[0.07739534],[-0.08031041]
18022,[-0.20627284],[-0.31558741]
18023,[0.75279577],[0.61504349]
18024,[-0.40889297],[-0.36014005]
18025,[0.55017564],[0.80374244]
18026,[0.61771569],[1.5324375]
18027,[-0.49669502],[-0.48604029]
18028,[0.94190789],[0.63173568]
18029,[0.51640562],[0.27531182]
18030,[0.82033582],[-0.13173388]
18031,[-1.13832543],[-1.08464705]
18032,[-0.53721905],[-0.47581553]
18033,[0.02201251],[0.18806893]
18034,[-0.05768474],[-0.07296353]
18035,[0.38132554],[0.56788879]
18036,[-0.26030487],[-0.33922379]
18037,[1.36065616],[1.91071756]
18038,[-0.91544329],[-0.67057339]
18039,[0.0098553],[0.18601787]
18040,[-0.28732089],[-0.08665506]
18041,[0.7865658],[0.92119049]
18042,[-0.80062522],[-0.62465595]
18043,[1.69835638],[1.08445386]
18044,[-0.80062522],[-0.65841395]
18045,[2.18464469],[1.6328709]
18046,[-0.02391472],[0.30222842]
18047,[-1.27340552],[-1.08691226]
18048,[-0.82764124],[-0.6696877]
18049,[-0.73308517],[-0.56173271]
18050,[-0.98973734],[-1.08023502]
18051,[-0.39538496],[-0.31404756]
18052,[-1.13832543],[-1.18063868]
18053,[2.84653711],[3.41770629]
18054,[-0.26030487],[-0.52756192]
18055,[-1.2396355],[-1.27703803]
18056,[1.84694447],[1.91482268]
18057,[-0.66554513],[-0.31224111]
18058,[-0.56423507],[-0.41353115]
18059,[0.26650746],[-0.09144599]
18060,[-1.37471558],[-0.98140959]
18061,[-0.9357053],[-0.83749183]
18062,[2.44129685],[2.42243297]
18063,[0.83384383],[0.55239981]
18064,[1.09049599],[1.13896622]
18065,[0.53666764],[0.42170171]
18066,[-0.32784492],[-0.28180132]
18067,[-0.12522479],[-0.11405961]
18068,[-0.27381288],[-0.41976296]
18069,[-0.49669502],[-0.85348761]
18070,[-0.19276483],[-0.23598482]
18071,[-0.32784492],[0.09786874]
18072,[-0.81413323],[-0.95624806]
18073,[-1.12481743],[-1.19381463]
18074,[-0.59800509],[-0.62576508]
18075,[-0.59800509],[-0.44122715]
18076,[-0.74659318],[-1.13362485]
18077,[-0.67229914],[-0.70231606]
18078,[-0.42915498],[-0.73116609]
18079,[-0.36161494],[-0.34595765]
18080,[-0.01040671],[-0.18130613]
18081,[-0.73308517],[-0.65570028]
18082,[-0.73308517],[-0.73421879]
18083,[-0.05768474],[-0.33079895]
18084,[-0.28732089],[-0.17859083]
18085,[-0.15899481],[0.08423045]
18086,[1.1235771],[1.27135689]
18087,[-1.61110574],[-1.41200527]
18088,[0.11116536],[0.00337535]
18089,[1.110758],[1.25376092]
18090,[0.0098553],[0.26261018]
18091,[-1.10455541],[-0.9219356]
18092,[-1.10455541],[-1.2012109]
18093,[0.24624545],[0.28355379]
18094,[0.31378549],[0.2477421]
18095,[-0.3075829],[-0.62152094]
18096,[-0.38863096],[-0.51082375]
18097,[3.35308743],[2.89646078]
18098,[0.34755551],[0.37338519]
18099,[0.07739534],[1.12897123]
18100,[-0.51020303],[-0.27326665]
18101,[-0.9357053],[-0.99759654]
18102,[-0.29407489],[-0.04419433]
18103,[-0.12522479],[-0.23521938]
18104,[-0.00365271],[0.15425495]
18105,[1.02295595],[1.14135843]
18106,[-1.27340552],[-1.11805707]
18107,[2.81276709],[2.91647449]
18108,[-0.73308517],[-0.96644613]
18109,[-0.02391472],[-0.13534294]
18110,[-0.32109091],[-0.01565493]
18111,[0.07739534],[0.02937021]
18112,[-0.74659318],[-0.67300489]
18113,[-0.78036321],[-0.95068451]
18114,[-0.40889297],[-0.40951092]
18115,[-0.11171678],[-0.71184048]
18116,[0.34755551],[-0.0727204]
18117,[-1.07078539],[-1.28655684]
18118,[0.21247543],[0.37307211]
18119,[0.03011731],[-0.17504452]
18120,[-0.53046505],[-0.32213046]
18121,[-0.462925],[-0.35295175]
18122,[-0.19276483],[-0.09575846]
18123,[-0.39538496],[0.37914915]
18124,[-0.90193528],[-0.85673664]
18125,[-0.84790325],[-0.80216289]
18126,[1.44845822],[1.0898531]
18127,[-0.80062522],[-0.77659526]
18128,[-0.53046505],[-0.59994959]
18129,[0.11116536],[-0.05174249]
18130,[0.06388733],[-0.11327271]
18131,[0.65148571],[0.57458632]
18132,[-1.25314351],[-1.19056837]
18133,[-0.54397305],[-0.55296872]
18134,[-0.36161494],[-0.1630316]
18135,[0.7865658],[0.900362]
18136,[-0.49669502],[-0.41595946]
18137,[-0.42915498],[-0.58991612]
18138,[-0.56423507],[-0.59179371]
18139,[0.14493539],[0.50409266]
18140,[1.19180605],[1.22480619]
18141,[0.02336331],[0.20639077]
18142,[0.09090335],[0.00338966]
18143,[0.33404751],[0.12674755]
18144,[-0.75334719],[-0.85593138]
18145,[0.28001547],[0.13291957]
18146,[0.51640562],[0.25992043]
18147,[-1.34094556],[-1.27264666]
18148,[0.41509556],[-0.05368634]
18149,[0.41509556],[0.54699358]
18150,[-0.49669502],[-0.74565668]
18151,[0.9554159],[0.69745505]
18152,[2.44129685],[2.30143728]
18153,[1.84694447],[1.72559672]
18154,[-0.34135292],[-0.16292753]
18155,[-0.71282316],[-0.55774055]
18156,[-0.60551554],[-0.52315214]
18157,[1.4281962],[1.50541304]
18158,[1.09049599],[0.73125263]
18159,[-0.73308517],[-0.87786898]
18160,[-0.80062522],[-1.05449792]
18161,[-0.98973734],[-1.07985611]
18162,[-0.49669502],[-0.26416054]
18163,[-1.13908188],[-1.1817636]
18164,[-0.66554513],[-0.58488632]
18165,[0.21247543],[0.40330962]
18166,[-0.37512295],[-0.11870934]
18167,[-1.25989751],[-1.15225413]
18168,[1.56327629],[1.87126286]
18169,[-0.81413323],[-0.67970653]
18170,[-0.9357053],[-0.71870892]
18171,[1.32688614],[1.0604775]
18172,[-0.462925],[-0.49926407]
18173,[0.58394567],[0.24006569]
18174,[1.1842956],[0.91298092]
18175,[-1.74618582],[-1.94287879]
18176,[0.07739534],[0.65445602]
18177,[1.79966644],[1.45587399]
18178,[0.04362532],[-0.28324342]
18179,[-0.19276483],[-0.18155384]
18180,[0.51640562],[0.19036767]
18181,[-1.28691353],[-1.12303756]
18182,[0.94190789],[0.53906842]
18183,[-0.56423507],[-0.12269356]
18184,[1.76589642],[0.87462534]
18185,[-0.08545721],[-0.09598775]
18186,[0.61771569],[1.4930964]
18187,[-0.32784492],[-0.37060711]
18188,[1.19180605],[1.60663499]
18189,[1.15052558],[1.14472446]
18190,[0.31378549],[0.26690458]
18191,[0.21247543],[0.79506596]
18192,[3.58947758],[3.69187196]
18193,[0.07739534],[0.02819553]
18194,[-0.69931515],[-0.59907733]
18195,[0.28001547],[0.54096307]
18196,[1.76589642],[1.10675099]
18197,[-0.39538496],[-0.64485339]
18198,[-0.96272132],[-0.81351306]
18199,[-0.40289541],[-0.57724711]
18200,[0.58394567],[0.53902456]
18201,[1.07023398],[1.49367208]
18202,[2.10359664],[2.3436577]
18203,[-0.19276483],[-0.09788336]
18204,[-0.98973734],[-1.12786975]
18205,[1.47547423],[1.69084819]
18206,[0.68525573],[0.99531355]
18207,[0.13142738],[-0.02747919]
18208,[0.04362532],[0.01612118]
18209,[0.67174772],[0.09803995]
18210,[-1.27340552],[-1.16610303]
18211,[-0.32784492],[-0.20071399]
18212,[-0.51020303],[-0.43193662]
18213,[-0.33459892],[-0.1300376]
18214,[-0.54397305],[-0.53854673]
18215,[-1.14845644],[-0.98876847]
18216,[2.15762867],[2.18191118]
18217,[-1.00324535],[-0.91032345]
18218,[-0.2340453],[0.13942983]
18219,[0.0098553],[0.20934356]
18220,[-0.66554513],[-0.5574612]
18221,[-0.88167327],[-0.70083365]
18222,[-0.66554513],[-0.68942692]
18223,[-0.73308517],[-0.75385689]
18224,[0.41509556],[0.24782698]
18225,[0.4826356],[1.00037252]
18226,[-0.36161494],[0.05693157]
18227,[-0.40213896],[-0.19986193]
18228,[-0.12522479],[0.06330368]
18229,[1.05672597],[1.49611222]
18230,[-0.82088723],[-0.67618594]
18231,[-1.03701537],[-1.00469053]
18232,[-0.12522479],[-0.15274849]
18233,[0.13142738],[0.24602564]
18234,[0.14493539],[0.17549848]
18235,[-0.29407489],[-0.30196348]
18236,[0.00909885],[-0.0207127]
18237,[2.17113668],[1.97389601]
18238,[0.61771569],[0.08753473]
18239,[-0.49669502],[-0.69714969]
18240,[-1.03701537],[-0.96022953]
18241,[1.29311612],[1.2794413]
18242,[-1.0842934],[-0.91143813]
18243,[-0.59800509],[-0.30493992]
18244,[1.90097651],[1.614596]
18245,[0.15844339],[-0.25665676]
18246,[-0.9289513],[-0.64079274]
18247,[-1.10455541],[-1.05884901]
18248,[-0.26030487],[-0.15765302]
18249,[0.0098553],[-0.17618413]
18250,[1.09049599],[0.99417697]
18251,[0.13142738],[-0.06674585]
18252,[0.19896742],[0.08659618]
18253,[1.09049599],[1.21974963]
18254,[1.63081633],[1.1615908]
18255,[2.45480486],[1.50406913]
18256,[-0.42915498],[-0.54780756]
18257,[0.11791937],[-0.19645523]
18258,[2.56286893],[2.10717874]
18259,[-0.90193528],[-0.43878204]
18260,[-1.20586548],[-1.04569617]
18261,[-1.44225563],[-0.88790152]
18262,[2.03605659],[1.79132015]
18263,[0.98918592],[0.98964458]
18264,[3.11669728],[2.75028838]
18265,[1.36065616],[1.11254362]
18266,[-0.12522479],[-0.05799594]
18267,[0.55017564],[0.70254558]
18268,[-0.462925],[-0.28486475]
18269,[-1.13832543],[-0.99433139]
18270,[0.07739534],[0.27077223]
18271,[1.86720648],[1.64719628]
18272,[0.75279577],[0.79508634]
18273,[0.58394567],[-0.0105466]
18274,[-1.20586548],[-1.08952105]
18275,[-0.19276483],[-0.37798733]
18276,[0.9554159],[1.21267449]
18277,[-1.03701537],[-0.75232761]
18278,[0.06988489],[0.35291782]
18279,[-0.44266299],[-0.80828206]
18280,[-0.04417674],[0.03857501]
18281,[0.58394567],[0.03566412]
18282,[0.73928776],[0.81365117]
18283,[-0.22653485],[-0.40350573]
18284,[1.23908408],[0.49713751]
18285,[0.73928776],[1.14689496]
18286,[0.85410584],[1.42171391]
18287,[-0.39538496],[-0.36369374]
18288,[-0.19276483],[0.0902429]
18289,[-0.80062522],[-0.47497594]
18290,[0.75279577],[0.84355739]
18291,[0.9554159],[0.50428656]
18292,[2.50883689],[2.21009665]
18293,[-0.29407489],[-0.22650283]
18294,[2.30621677],[1.9492638]
18295,[-0.96272132],[-1.1231584]
18296,[-0.02391472],[-0.12585968]
18297,[0.52315963],[0.69408308]
18298,[-0.1387328],[-0.01064698]
18299,[-1.30717554],[-1.09751893]
18300,[-0.11171678],[-0.39099512]
18301,[1.63081633],[1.81781776]
18302,[-1.47602565],[-1.05431891]
18303,[-1.18560346],[-1.32068029]
18304,[-0.32784492],[-0.52791532]
18305,[0.12391692],[0.0953345]
18306,[1.29311612],[1.08549552]
18307,[1.09649354],[1.05775752]
18308,[1.32688614],[0.55660851]
18309,[2.06982661],[2.25469416]
18310,[0.21922943],[0.10556451]
18311,[-0.57774308],[-0.57100112]
18312,[-1.40848561],[-1.57330005]
18313,[1.05672597],[1.78492411]
18314,[-0.53046505],[-0.56102341]
18315,[0.65823971],[0.696659]
18316,[0.60420768],[0.32666299]
18317,[-0.95596732],[-1.15066194]
18318,[0.59069967],[0.9166997]
18319,[-0.05768474],[-0.24237072]
18320,[-1.2396355],[-1.01897385]
18321,[0.82033582],[1.5599808]
18322,[-1.07078539],[-1.01927534]
18323,[-0.19276483],[0.05597711]
18324,[0.71902575],[0.49071149]
18325,[-0.40889297],[-0.42746734]
18326,[0.02260686],[-0.02587598]
18327,[-1.12481743],[-0.94182686]
18328,[-0.78036321],[-0.94806407]
18329,[-1.10455541],[-1.11192328]
18330,[0.07739534],[-0.01836721]
18331,[-1.2396355],[-0.99779964]
18332,[0.40758511],[0.28774643]
18333,[-0.07794676],[0.02822642]
18334,[0.31378549],[0.71964676]
18335,[0.82033582],[0.94660508]
18336,[1.12426601],[1.00499441]
18337,[-1.0842934],[-1.20061298]
18338,[-0.53046505],[-0.06992318]
18339,[0.30627504],[0.25801889]
18340,[-0.15899481],[0.2335397]
18341,[-1.61110574],[-1.5463228]
18342,[-0.03742273],[-0.05571574]
18343,[-0.55748106],[-0.60243367]
18344,[0.31378549],[0.52401051]
18345,[0.7865658],[1.02696782]
18346,[1.09049599],[1.67938578]
18347,[0.69200973],[0.75384098]
18348,[-1.17209546],[-1.30038841]
18349,[-0.96272132],[-0.91796261]
18350,[1.22557608],[1.37335485]
18351,[-0.88850832],[-0.82223787]
18352,[1.104004],[0.70037035]
18353,[0.51640562],[0.02434294]
18354,[2.69794902],[2.00340576]
18355,[-0.27381288],[-0.24293203]
18356,[-0.96947533],[-0.80183225]
18357,[0.88787586],[0.64200725]
18358,[-0.19276483],[0.14739761]
18359,[-1.03701537],[-1.05425832]
18360,[1.76589642],[1.22120495]
18361,[-0.86816526],[-0.71460148]
18362,[-0.26030487],[-0.51823275]
18363,[-0.42915498],[-0.53891677]
18364,[1.59704631],[1.61200781]
18365,[-0.96947533],[-0.98515413]
18366,[-0.32784492],[0.00983153]
18367,[-1.03701537],[-1.09357684]
18368,[1.02295595],[0.21904567]
18369,[0.31378549],[0.33455909]
18370,[-1.07078539],[-1.13372213]
18371,[-0.90193528],[-1.16714817]
18372,[-0.12522479],[0.37108635]
18373,[-0.63177511],[-0.55507534]
18374,[-0.7668552],[-0.93367933]
18375,[-0.15899481],[-0.08449189]
18376,[-0.89518128],[-1.05268532]
18377,[-0.73308517],[-0.60894163]
18378,[-0.85465725],[-1.05807816]
18379,[-0.12522479],[-0.48232225]
18380,[-0.26030487],[-0.30292621]
18381,[-1.0842934],[-1.16607628]
18382,[-0.26030487],[-0.06764614]
18383,[-1.30717554],[-1.21093292]
18384,[-0.78711721],[-0.76128481]
18385,[-0.91544329],[-0.6623471]
18386,[-0.09145477],[0.42742927]
18387,[-1.17209546],[-1.08769577]
18388,[0.0098553],[-0.00490684]
18389,[-0.27381288],[-0.03096745]
18390,[-0.39538496],[-0.18852625]
18391,[-1.27340552],[-1.62428717]
18392,[-0.83439524],[-0.90453216]
18393,[0.28001547],[0.1160265]
18394,[-0.6182671],[-0.4916201]
18395,[-0.32784492],[0.0039856]
18396,[-0.79387121],[-0.52893123]
18397,[2.69794902],[3.26200949]
18398,[0.68525573],[1.0917747]
18399,[1.34714815],[0.39571214]
18400,[-0.24679686],[-0.06820131]
18401,[-1.12481743],[-1.06660746]
18402,[-0.39538496],[-0.39397583]
18403,[-0.53046505],[-0.17497906]
18404,[-0.96947533],[-1.0242853]
18405,[2.2116607],[1.63847245]
18406,[-0.11171678],[-0.43543236]
18407,[0.13142738],[0.13961123]
18408,[-0.56423507],[-0.82508393]
18409,[-0.42915498],[-0.68186875]
18410,[-0.56423507],[-0.32608694]
18411,[1.02295595],[1.69501258]
18412,[-0.10496277],[-0.09439466]
18413,[-0.56423507],[-0.506784]
18414,[-0.88167327],[-0.99933052]
18415,[-0.1387328],[-0.25258876]
18416,[-0.67905314],[-0.49623186]
18417,[0.99256293],[0.71896]
18418,[-1.2396355],[-1.28352043]
18419,[0.52315963],[0.6948532]
18420,[-0.05768474],[0.35637493]
18421,[0.13142738],[0.34534514]
18422,[-0.7668552],[-0.58938513]
18423,[-0.39538496],[-0.47718349]
18424,[-0.19276483],[-0.03393211]
18425,[2.57637694],[2.29839413]
18426,[-1.2396355],[-1.07586022]
18427,[-0.39538496],[-0.02650933]
18428,[-0.9221973],[-0.761948]
18429,[0.28001547],[-0.11301144]
18430,[0.88787586],[1.13975434]
18431,[2.44129685],[2.76182579]
18432,[-0.69931515],[-0.60252951]
18433,[-1.15183344],[-1.02349141]
18434,[-0.59800509],[-0.81048844]
18435,[0.82033582],[0.59485897]
18436,[0.75279577],[0.76068744]
18437,[-1.42199361],[-1.36611975]
18438,[1.75238841],[0.89144685]
18439,[-0.09145477],[-0.00010264]
18440,[0.21247543],[0.6505626]
18441,[-0.88842727],[-0.81531408]
18442,[0.28001547],[0.54392804]
18443,[0.17870541],[0.31405179]
18444,[0.6447317],[1.63394642]
18445,[1.32688614],[1.67832155]
18446,[-0.1387328],[0.28857365]
18447,[-0.462925],[-0.87814458]
18448,[-0.47643301],[-0.42744375]
18449,[-0.90193528],[-0.98114752]
18450,[-0.11171678],[-0.0250618]
18451,[-0.15899481],[-0.02585147]
